Province,District,Division,Date,Houses Damaged,Affected,Deaths,Month,NE_Monsoon,Hist_Avg_Affected
Northern,Mannar,Musalai,2010-12-01,0,660,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,560,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,520,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,215,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,820,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,200,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,75,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,375,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,625,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,245,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,202,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,450,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,710,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-12-01,0,255,0,12,1,698.8275862068965
Northern,Mannar,Musalai,2010-11-25,0,731,0,11,0,698.8275862068965
Northern,Mannar,Manthai West,2010-11-25,0,353,0,11,0,363.3888888888889
Northern,Mannar,Manthai West,2010-11-25,0,278,0,11,0,363.3888888888889
Northern,Mannar,Manthai West,2010-11-27,0,194,0,11,0,363.3888888888889
Northern,Mannar,Manthai West,2010-11-27,0,308,0,11,0,363.3888888888889
North-Western,Kurunegala,Katupotha,2010-11-21,0,75,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,0,149,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,1,100,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,2,104,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,0,100,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,0,33,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-22,0,101,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,0,182,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-21,0,20,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-22,0,10,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-22,0,3,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-22,0,4,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-28,3,14,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-28,1,5,0,11,0,50.55555555555556
North-Western,Kurunegala,Katupotha,2010-11-28,1,5,0,11,0,50.55555555555556
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,44,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,40,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,1,5,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,6,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,7,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,5,0,11,0,77.54166666666667
North-Western,Kurunegala,Panduwasnuwara East,2010-11-21,0,4,0,11,0,77.54166666666667
North-Western,Kurunegala,Wariyapola,2010-11-21,3,207,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,6,30,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,5,48,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,3,15,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,2,10,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,2,12,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,1,5,0,11,0,75.55172413793103
North-Western,Kurunegala,Wariyapola,2010-11-21,0,60,0,11,0,75.55172413793103
North-Western,Kurunegala,Nikaweratiya,2010-11-21,2,6,0,11,0,63.891891891891895
North-Western,Kurunegala,Nikaweratiya,2010-11-21,4,20,0,11,0,63.891891891891895
North-Western,Kurunegala,Mahawa,2010-11-21,5,15,0,11,0,64.0
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,54,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,5,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,7,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,13,71,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,4,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,16,59,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,1,5,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,1,4,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,3,9,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,2,7,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,18,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,1,4,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,2,7,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,3,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-11-21,0,4,0,11,0,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-12-01,0,54,0,12,1,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-12-01,0,16,0,12,1,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-12-01,0,44,0,12,1,44.370370370370374
North-Western,Kurunegala,Bamunukotuwa,2010-12-01,0,6,0,12,1,44.370370370370374
North-Western,Kurunegala,Maspotha,2010-11-21,3,122,0,11,0,63.9375
North-Western,Kurunegala,Maspotha,2010-12-01,15,561,0,12,1,63.9375
North-Western,Kurunegala,Maspotha,2010-12-01,3,45,0,12,1,63.9375
North-Western,Kurunegala,Maspotha,2010-11-21,1,33,0,11,0,63.9375
North-Western,Kurunegala,Maspotha,2010-11-21,1,3,0,11,0,63.9375
North-Western,Kurunegala,Maspotha,2010-11-21,5,45,0,11,0,63.9375
North-Western,Kurunegala,Maspotha,2010-11-21,1,6,0,11,0,63.9375
North-Western,Kurunegala,Mallawapitiya,2010-11-21,0,40,0,11,0,53.111111111111114
North-Western,Kurunegala,Ganewatta,2010-11-21,9,23,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,3,18,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,2,28,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,3,11,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,1,6,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,0,4,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,0,6,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,1,4,0,11,0,99.05555555555556
North-Western,Kurunegala,Ganewatta,2010-11-21,0,110,0,11,0,99.05555555555556
North-Western,Kurunegala,Kobeigane,2010-11-22,0,420,0,11,0,182.0909090909091
North-Western,Kurunegala,Kobeigane,2010-11-22,0,36,0,11,0,182.0909090909091
North-Western,Kurunegala,Kobeigane,2010-11-22,0,28,0,11,0,182.0909090909091
North-Western,Kurunegala,Bingiriya,2010-11-22,20,100,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,25,125,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,2,62,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-21,1,22,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,3,48,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-21,0,505,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,0,15,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-21,0,16,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,0,40,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-22,0,11,0,11,0,382.5652173913044
North-Western,Kurunegala,Bingiriya,2010-11-21,0,59,0,11,0,382.5652173913044
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,175,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,1,188,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,37,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,44,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,235,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,75,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,80,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,85,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,70,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-23,0,25,0,11,0,145.88235294117646
North-Western,Kurunegala,Udubaddawa,2010-11-22,0,40,0,11,0,145.88235294117646
North-Western,Kurunegala,Rasnayakapura,2010-11-21,0,284,0,11,0,160.04761904761904
North-Western,Kurunegala,Rasnayakapura,2010-11-21,0,38,0,11,0,160.04761904761904
North-Western,Kurunegala,Pannala,2010-12-01,0,0,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,6,37,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,0,12,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,1,48,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-11-21,0,4,0,11,0,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,0,7,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,1,4,0,12,1,268.09302325581393
North-Western,Kurunegala,Pannala,2010-12-01,0,20,0,12,1,268.09302325581393
North-Western,Kurunegala,Polgahawela,2010-12-01,7,60,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,7,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,71,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,88,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,4,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,17,0,12,1,142.94736842105263
North-Western,Kurunegala,Polgahawela,2010-12-01,0,4,0,12,1,142.94736842105263
North-Western,Kurunegala,Weerambugedara,2010-11-22,2,6,0,11,0,20.2
North-Western,Kurunegala,Weerambugedara,2010-11-22,0,16,0,11,0,20.2
North-Western,Kurunegala,Narammala,2010-12-01,0,242,0,12,1,189.14285714285714
North-Western,Kurunegala,Narammala,2010-12-04,0,75,0,12,1,189.14285714285714
North-Western,Kurunegala,Narammala,2010-12-04,0,5,0,12,1,189.14285714285714
North-Western,Puttalam,Vanathavilluwa,2010-09-29,0,0,0,9,0,555.1379310344828
North-Western,Puttalam,Vanathavilluwa,2010-10-06,0,0,0,10,0,555.1379310344828
North-Western,Puttalam,Vanathavilluwa,2010-11-11,0,0,0,11,0,555.1379310344828
North-Western,Puttalam,Vanathavilluwa,2010-11-29,0,80,0,11,0,555.1379310344828
North-Western,Puttalam,Vanathavilluwa,2010-12-01,0,0,0,12,1,555.1379310344828
North-Western,Puttalam,Vanathavilluwa,2010-12-03,0,106,0,12,1,555.1379310344828
North-Western,Puttalam,Puttalam,2010-09-29,0,250,0,9,0,4277.866666666667
North-Western,Puttalam,Puttalam,2010-09-29,0,4,0,9,0,4277.866666666667
North-Western,Puttalam,Puttalam,2010-11-29,0,240,0,11,0,4277.866666666667
North-Western,Puttalam,Puttalam,2010-12-01,0,0,0,12,1,4277.866666666667
North-Western,Puttalam,Pallama,2010-11-23,0,38,0,11,0,232.5625
North-Western,Puttalam,Pallama,2010-11-24,16,450,0,11,0,232.5625
North-Western,Puttalam,Chilaw,2010-11-21,0,8435,0,11,0,3764.2413793103447
North-Western,Puttalam,Chilaw,2010-11-22,0,27,0,11,0,3764.2413793103447
North-Western,Puttalam,Kalpitiya,2010-11-27,0,170,0,11,0,2072.6
North-Western,Puttalam,Kalpitiya,2010-12-04,0,92,0,12,1,2072.6
North-Western,Puttalam,Karuwalagaswewa,2010-11-27,0,220,0,11,0,403.29411764705884
North-Western,Puttalam,Karuwalagaswewa,2010-11-21,0,0,0,11,0,403.29411764705884
North-Western,Puttalam,Nawagattegama,2010-11-21,0,0,0,11,0,253.1875
North-Western,Puttalam,Arachchikattuwa,2010-11-22,0,35,0,11,0,1890.962962962963
North-Western,Puttalam,Arachchikattuwa,2010-11-22,0,0,0,11,0,1890.962962962963
North-Western,Puttalam,Mundalama,2010-11-22,0,61,0,11,0,1709.8064516129032
North-Western,Puttalam,Mundalama,2010-11-22,0,0,0,11,0,1709.8064516129032
North-Western,Puttalam,Mahawewa,2010-11-24,0,0,0,11,0,940.4615384615385
North-Western,Puttalam,Mahawewa,2010-11-29,0,0,0,11,0,940.4615384615385
North-Western,Puttalam,Dankotuwa,2010-12-02,0,81,0,12,1,223.375
Western,Gampaha,Wattala,2010-09-21,0,421,0,9,0,2875.403314917127
Western,Gampaha,Wattala,2010-09-21,0,1238,0,9,0,2875.403314917127
Western,Gampaha,Wattala,2010-09-21,0,58,0,9,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,561,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,604,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,250,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,1402,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,800,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,1404,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,500,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,408,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,750,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,1526,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,35,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,152,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,400,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,808,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-03,0,425,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-10,0,1756,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,1505,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,2100,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,751,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,4118,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,1746,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,54,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,564,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,324,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,1784,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,1,332,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,2004,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,33,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,241,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,263,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,205,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,16,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,1751,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,242,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,1208,0,10,0,2875.403314917127
Western,Gampaha,Wattala,2010-10-23,0,22,0,10,0,2875.403314917127
Western,Gampaha,Minuwangoda,2010-10-01,1,5,1,10,0,242.4102564102564
Western,Gampaha,Kelaniya,2010-10-10,0,860,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,2875,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,2250,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,25,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,25,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,20,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,225,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,780,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,50,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,400,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,50,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-10,0,1250,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-23,0,1200,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-23,0,1500,0,10,0,4041.2289156626507
Western,Gampaha,Kelaniya,2010-10-23,0,1750,0,10,0,4041.2289156626507
Western,Gampaha,Attanagalla,2010-10-23,0,100,0,10,0,556.9166666666666
Western,Gampaha,Attanagalla,2010-10-02,0,209,0,10,0,556.9166666666666
Western,Gampaha,Divulapitiya,2010-10-23,0,99,0,10,0,633.2727272727273
Western,Gampaha,Mirigama,2010-10-23,2,27,0,10,0,151.69230769230768
Southern,Hambantota,Hambantota,2011-01-02,0,0,0,1,1,1522.1923076923076
Central,Kandy,Kandy Four Gravets & Gangawata,2011-01-09,0,0,0,1,1,129.52631578947367
Central,Matale,Dambulla,2011-11-09,10,0,0,11,0,211.64864864864865
Uva,Moneragala,Siyambalanduwa,2011-01-11,0,0,0,1,1,45.733333333333334
Uva,Moneragala,Siyambalanduwa,2011-01-11,3,12,0,1,1,45.733333333333334
Sabaragamuwa,Ratnapura,Embilipitiya,2011-01-13,2,0,0,1,1,55.275862068965516
North-Central,Anuradhapura,Galnewa,2011-03-30,0,0,1,3,0,266.2
Sabaragamuwa,Kegalle,Yatiyanthota,2011-01-01,60,0,0,1,1,33.733333333333334
Sabaragamuwa,Kegalle,Galigamuwa,2011-05-27,0,0,1,5,0,173.0
Sabaragamuwa,Ratnapura,Pelmadulla,2011-04-28,66,225,0,4,0,205.1578947368421
Sabaragamuwa,Ratnapura,Ayagama,2011-05-01,44,1030,0,5,0,345.41975308641975
Sabaragamuwa,Ratnapura,Kalawana,2011-05-01,41,962,1,5,0,147.3361344537815
Sabaragamuwa,Ratnapura,Nivithigala,2011-05-01,61,2658,0,5,0,293.55555555555554
Sabaragamuwa,Ratnapura,Eheliyagoda,2011-05-01,8,24,0,5,0,244.28125
Sabaragamuwa,Ratnapura,Kahawatta,2011-05-01,17,150,0,5,0,194.6046511627907
Sabaragamuwa,Ratnapura,Ratnapura,2011-05-01,37,1268,2,5,0,842.5670103092783
Sabaragamuwa,Ratnapura,Kiriella,2011-05-01,2,2103,1,5,0,614.020618556701
Sabaragamuwa,Ratnapura,Kuruvita,2011-05-01,0,119,0,5,0,379.3220338983051
Sabaragamuwa,Ratnapura,Elapatha,2011-05-01,50,15610,0,5,0,800.0117647058823
Sabaragamuwa,Kegalle,Warakapola,2011-05-01,78,447,0,5,0,202.77777777777777
Sabaragamuwa,Kegalle,Galigamuwa,2011-05-27,91,880,0,5,0,173.0
Sabaragamuwa,Kegalle,Dehiovita,2011-05-27,31,2084,0,5,0,372.2307692307692
Sabaragamuwa,Kegalle,Bulathkohupitiya,2011-05-27,50,400,0,5,0,101.75
Sabaragamuwa,Kegalle,Yatiyanthota,2011-05-27,5,0,0,5,0,33.733333333333334
Sabaragamuwa,Kegalle,Deraniyagala,2011-05-27,7,306,0,5,0,147.9090909090909
Sabaragamuwa,Kegalle,Ruwanwella,2011-05-27,40,1300,0,5,0,295.2307692307692
Southern,Galle,Niyagama,2011-05-27,3,0,0,5,0,2108.214285714286
Western,Kalutara,Beruwala,2011-05-27,11,870,0,5,0,1572.6
Western,Kalutara,Mathugama,2011-05-27,4,0,0,5,0,903.5714285714286
Western,Kalutara,Walallavita,2011-05-27,0,0,1,5,0,1675.56
Western,Kalutara,Horana,2011-05-27,0,138,0,5,0,177.7
Western,Colombo,Hanwella,2011-05-27,0,2245,0,5,0,834.5
Western,Colombo,Kaduwela,2011-05-27,0,2139,0,5,0,824.8507462686567
Western,Colombo,Kolonnawa,2011-05-27,0,10970,0,5,0,5371.8493150684935
Western,Colombo,Homagama,2011-05-27,6,820,0,5,0,1023.4285714285714
Western,Gampaha,Biyagama,2011-05-27,2,5614,0,5,0,2119.6724137931033
Western,Gampaha,Wattala,2011-05-27,0,73,0,5,0,2875.403314917127
Western,Gampaha,Kelaniya,2011-05-27,0,4654,0,5,0,4041.2289156626507
Sabaragamuwa,Ratnapura,Eheliyagoda,2011-05-27,0,0,0,5,0,244.28125
Central,Nuwara Eliya,Ambagamuwakorale,2011-05-27,1,3,0,5,0,147.56756756756758
North-Central,Polonnaruwa,Medirigiriya,2011-12-19,0,67,0,12,1,550.7777777777778
Northern,Kilinochchi,Kandavalai,2011-12-18,0,11484,0,12,1,2030.2553191489362
Northern,Kilinochchi,Karachchi,2011-12-18,0,2701,0,12,1,1880.4
Northern,Kilinochchi,Pachchilaipalli,2011-12-18,0,122,0,12,1,727.2307692307693
Northern,Kilinochchi,Poonakary,2011-12-18,0,310,0,12,1,1129.7142857142858
Northern,Mannar,Mannar Town,2011-12-20,0,596,0,12,1,1405.8591549295775
Northern,Mannar,Manthai West,2011-12-20,0,133,0,12,1,363.3888888888889
Northern,Jaffna,Kareinagar,2011-12-20,0,542,0,12,1,430.84615384615387
Northern,Jaffna,Nallur,2011-12-20,0,823,0,12,1,208.2842105263158
Northern,Jaffna,Vadamaradchi East (Maruthnkern,2011-12-20,0,8384,0,12,1,1711.25
Northern,Jaffna,Island South (Velanai),2011-12-20,0,867,0,12,1,561.4705882352941
Northern,Jaffna,Jaffna,2011-12-20,0,765,0,12,1,1042.6363636363637
Northern,Mullaitivu,Maritimepattu,2011-12-19,0,2033,1,12,1,2159.2380952380954
Northern,Mullaitivu,Puthukudiyiruppu,2011-12-19,0,3371,0,12,1,4717.35294117647
Northern,Mullaitivu,Oddusuddan,2011-12-19,0,4801,0,12,1,2072.5714285714284
Northern,Mullaitivu,Thunukkai,2011-12-19,0,1890,0,12,1,1346.3846153846155
Eastern,Batticaloa,Koralai Pattu South (Kiran),2011-11-25,0,151,0,11,0,3592.28125
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2011-11-25,0,7541,0,11,0,5449.964912280701
Eastern,Batticaloa,Porativu Pattu (Ellavul),2011-11-25,0,238,0,11,0,5730.132075471698
Eastern,Batticaloa,Eravur Town (Eravur),2011-11-25,0,585,0,11,0,8684.794871794871
Northern,Jaffna,Valikamam North(Tellipallai),2011-11-26,0,498,0,11,0,289.75
Southern,Hambantota,Ambalantota,2011-11-25,2,0,0,11,0,170.66666666666666
Southern,Matara,Malimbada,2011-11-25,179,764,0,11,0,1108.5
Southern,Matara,Kirinda Puhulwella,2011-11-25,12,55,0,11,0,65.2
Northern,Kilinochchi,Karachchi,2011-11-25,0,68,0,11,0,1880.4
Northern,Kilinochchi,Kandavalai,2011-11-25,765,3738,1,11,0,2030.2553191489362
Eastern,Ampara,Ampara,2011-11-25,1,10,0,11,0,665.1538461538462
Eastern,Ampara,Karativu,2011-11-25,0,7052,0,11,0,7287.764705882353
Eastern,Ampara,Pothuvil,2011-11-25,0,11281,0,11,0,10157.588235294117
Eastern,Ampara,Eragama,2011-11-25,7,0,0,11,0,1604.0
Eastern,Ampara,Lahugala,2011-11-25,2,0,0,11,0,1863.25
Eastern,Ampara,Uhana,2011-11-25,0,31,0,11,0,166.33333333333334
Northern,Mullaitivu,Maritimepattu,2011-11-25,54,195,0,11,0,2159.2380952380954
Northern,Mullaitivu,Manthai East,2011-11-25,49,170,0,11,0,605.7
Northern,Mullaitivu,Thunukkai,2011-11-25,392,1579,0,11,0,1346.3846153846155
Central,Kandy,Kandy Four Gravets & Gangawata,2012-01-25,0,0,0,1,1,129.52631578947367
Central,Nuwara Eliya,Nuwara Eliya,2012-02-05,0,0,1,2,1,100.98484848484848
North-Western,Puttalam,Puttalam,2012-02-09,0,0,1,2,1,4277.866666666667
Central,Nuwara Eliya,Nuwara Eliya,2012-02-12,0,0,1,2,1,100.98484848484848
Southern,Hambantota,Hambantota,2012-03-04,0,0,1,3,0,1522.1923076923076
North-Western,Puttalam,Puttalam,2012-05-31,0,0,0,5,0,4277.866666666667
Southern,Hambantota,Tangalle,2012-07-09,1,0,0,7,0,825.8181818181819
Uva,Moneragala,Thanamalvila,2012-12-05,12,110,0,12,1,90.72727272727273
Uva,Moneragala,Wellawaya,2012-12-05,0,7,0,12,1,36.904761904761905
Northern,Mannar,Musalai,2012-12-10,39,2299,0,12,1,698.8275862068965
Central,Nuwara Eliya,Nuwara Eliya,2012-10-15,0,0,0,10,0,100.98484848484848
Uva,Moneragala,Wellawaya,2012-10-21,10,0,0,10,0,36.904761904761905
Western,Gampaha,Attanagalla,2012-10-22,1,0,0,10,0,556.9166666666666
Northern,Mullaitivu,Maritimepattu,2012-10-28,2,0,0,10,0,2159.2380952380954
Northern,Mullaitivu,Oddusuddan,2012-10-28,1124,0,0,10,0,2072.5714285714284
Northern,Kilinochchi,Pachchilaipalli,2012-10-30,462,0,0,10,0,727.2307692307693
Northern,Kilinochchi,Poonakary,2012-10-30,171,0,0,10,0,1129.7142857142858
Northern,Kilinochchi,Poonakary,2012-10-30,17,0,0,10,0,1129.7142857142858
Northern,Kilinochchi,Karachchi,2012-10-30,4,0,0,10,0,1880.4
Northern,Jaffna,Delft,2012-10-30,0,1211,0,10,0,277.9130434782609
Northern,Jaffna,Island North(Kayts),2012-10-30,221,958,1,10,0,174.36666666666667
Northern,Jaffna,Jaffna,2012-10-30,1,3952,0,10,0,1042.6363636363637
Northern,Jaffna,Nallur,2012-10-30,0,541,0,10,0,208.2842105263158
Northern,Jaffna,Valikamam South -West (Sandili,2012-10-30,1,2430,0,10,0,386.0673076923077
Northern,Jaffna,Valikamam West (Chankanai),2012-10-30,12,2887,0,10,0,808.5
Northern,Jaffna,Valikamam East (Kopay),2012-10-30,1,72,0,10,0,400.9811320754717
Northern,Jaffna,Valikamam South (Uduvil),2012-10-30,0,2,0,10,0,405.8809523809524
