Province,District,Division,Date,Houses Damaged,Affected,Deaths,Month,NE_Monsoon,Hist_Avg_Affected
Western,Gampaha,Wattala,2008-06-02,0,2100,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-02,0,150,0,6,0,2875.403314917127
Northern,Jaffna,Island North(Kayts),2008-03-19,8,34,0,3,0,174.36666666666667
Northern,Jaffna,Island North(Kayts),2008-03-19,5,21,0,3,0,174.36666666666667
Northern,Jaffna,Island North(Kayts),2008-03-19,4,13,0,3,0,174.36666666666667
Northern,Jaffna,Island North(Kayts),2008-03-19,6,26,0,3,0,174.36666666666667
Northern,Jaffna,Island North(Kayts),2008-03-19,13,53,0,3,0,174.36666666666667
Northern,Jaffna,Island North(Kayts),2008-03-19,2,8,0,3,0,174.36666666666667
Western,Gampaha,Wattala,2008-06-02,0,340,0,6,0,2875.403314917127
Western,Colombo,Thimbirigasyaya,2007-05-03,0,0,1,5,0,3499.28125
Northern,Jaffna,Island North(Kayts),2008-03-19,5,21,0,3,0,174.36666666666667
Northern,Jaffna,Vadamaradchi South-west (Karav,2008-03-26,3,7,0,3,0,526.3103448275862
Northern,Kilinochchi,Karachchi,2008-03-10,4,319,0,3,0,1880.4
Western,Gampaha,Wattala,2008-06-02,0,516,0,6,0,2875.403314917127
Southern,Galle,Neluwa,2008-06-01,0,0,0,6,0,2447.3333333333335
Western,Gampaha,Wattala,2008-06-02,0,500,0,6,0,2875.403314917127
Southern,Galle,Nagoda,2008-06-01,0,14722,0,6,0,5971.941176470588
Western,Gampaha,Wattala,2008-06-02,0,4500,0,6,0,2875.403314917127
Eastern,Ampara,Lahugala,2000-01-01,0,7121,0,1,1,1863.25
Northern,Jaffna,Vadamaradchi South-west (Karav,2008-03-26,2,7,0,3,0,526.3103448275862
Northern,Jaffna,Vadamaradchi South-west (Karav,2008-03-26,0,8,0,3,0,526.3103448275862
Northern,Jaffna,Delft,2008-03-28,7,31,0,3,0,277.9130434782609
Northern,Jaffna,Delft,2008-03-28,3,14,0,3,0,277.9130434782609
Northern,Jaffna,Delft,2008-03-28,1,4,0,3,0,277.9130434782609
Northern,Jaffna,Delft,2008-03-28,1,5,0,3,0,277.9130434782609
Northern,Jaffna,Delft,2008-03-28,2,7,0,3,0,277.9130434782609
Western,Gampaha,Wattala,2008-06-02,0,2200,0,6,0,2875.403314917127
Southern,Galle,Thawalama,2008-06-01,0,0,0,6,0,3613.9411764705883
Western,Gampaha,Wattala,2008-06-02,0,1800,0,6,0,2875.403314917127
Western,Kalutara,Panadura,2004-09-25,0,2500,0,9,0,1939.439024390244
Western,Gampaha,Wattala,2008-06-02,0,1240,0,6,0,2875.403314917127
Southern,Galle,Niyagama,2008-06-02,0,5760,0,6,0,2108.214285714286
Western,Gampaha,Wattala,2008-06-02,0,360,0,6,0,2875.403314917127
Southern,Galle,Baddegama,2008-06-02,0,3083,0,6,0,1502.235294117647
Western,Gampaha,Wattala,2008-06-02,0,180,0,6,0,2875.403314917127
Southern,Galle,Welivitiya-Divithura,2008-06-02,3,11259,0,6,0,4057.4615384615386
Western,Gampaha,Wattala,2008-06-02,0,1800,0,6,0,2875.403314917127
Southern,Galle,Elpitiya,2008-06-03,0,0,0,6,0,548.52
Western,Gampaha,Wattala,2008-06-02,0,1756,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-02,0,140,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-02,0,60,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-02,0,1000,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-03,0,2400,0,6,0,2875.403314917127
Western,Gampaha,Wattala,2008-06-03,0,1110,0,6,0,2875.403314917127
Northern,Kilinochchi,Karachchi,2008-03-10,0,150,0,3,0,1880.4
Southern,Matara,Pitabeddara,2008-06-02,5,110,0,6,0,1417.3809523809523
Southern,Matara,Malimbada,2008-06-01,0,0,0,6,0,1108.5
Southern,Matara,Kamburupitiya,2008-06-01,0,0,0,6,0,1478.4736842105262
Central,Matale,Wilgamuwa,2006-12-19,10,42,0,12,1,201.0
Southern,Matara,Thihagoda,2008-06-04,0,510,0,6,0,1670.969696969697
Southern,Matara,Matara Four Gravets,2008-06-01,0,1095,0,6,0,3522.5
Western,Kalutara,Palindanuwara,2008-05-31,0,0,1,5,0,817.358024691358
Western,Kalutara,Palindanuwara,2008-05-31,40,3500,0,5,0,817.358024691358
Western,Kalutara,Palindanuwara,2008-05-31,0,0,0,5,0,817.358024691358
Western,Kalutara,Millaniya,2008-06-01,545,16247,3,6,0,3634.409090909091
Western,Kalutara,Walallavita,2008-06-01,28,8025,0,6,0,1675.56
Western,Kalutara,Bulathsinhala,2008-06-01,295,33993,5,6,0,2419.6133333333332
Uva,Moneragala,Sevanagala,2007-04-15,1,10,0,4,0,7.5
Northern,Kilinochchi,Karachchi,2008-03-10,0,175,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2008-03-10,20,1300,0,3,0,1880.4
Uva,Moneragala,Sevanagala,2008-03-12,1,5,0,3,0,7.5
Northern,Jaffna,Jaffna,2007-12-23,0,295,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,0,12,0,12,1,1042.6363636363637
North-Western,Puttalam,Vanathavilluwa,2007-12-25,12,115,0,12,1,555.1379310344828
Northern,Jaffna,Jaffna,2007-12-23,77,808,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,10,450,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,41,217,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,80,429,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,0,168,0,12,1,1042.6363636363637
Northern,Jaffna,Jaffna,2007-12-23,0,76,0,12,1,1042.6363636363637
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,11,50,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,10,111,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,11,46,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,10,42,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,0,3,0,12,1,400.9811320754717
Western,Kalutara,Madurawala,2008-06-02,271,18339,0,6,0,3913.6875
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,15,52,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,0,24,0,12,1,400.9811320754717
Western,Kalutara,Kalutara,2008-06-02,91,12654,1,6,0,3989.5263157894738
Western,Kalutara,Mathugama,2008-06-02,80,2734,0,6,0,903.5714285714286
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,16,79,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,0,168,0,12,1,400.9811320754717
Western,Kalutara,Ingiriya,2008-06-02,127,8067,0,6,0,2755.153846153846
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,30,162,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,4,40,0,12,1,400.9811320754717
Sabaragamuwa,Ratnapura,Kalawana,2008-05-31,0,0,0,5,0,147.3361344537815
Western,Kalutara,Bandaragama,2008-06-02,6,1800,0,6,0,687.7586206896551
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,1,7,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,6,32,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,5,22,0,12,1,400.9811320754717
Northern,Jaffna,Valikamam East (Kopay),2007-12-23,10,82,0,12,1,400.9811320754717
Western,Kalutara,Beruwala,2008-06-02,7,34,0,6,0,1572.6
Sabaragamuwa,Ratnapura,Kuruvita,2008-05-31,1,1358,0,5,0,379.3220338983051
Western,Kalutara,Horana,2008-06-05,8,400,0,6,0,177.7
Sabaragamuwa,Ratnapura,Elapatha,2008-05-31,0,5360,0,5,0,800.0117647058823
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,0,4,0,12,1,501.0444444444444
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,3,14,0,12,1,501.0444444444444
Sabaragamuwa,Ratnapura,Ratnapura,2008-05-31,4,1203,0,5,0,842.5670103092783
Western,Kalutara,Panadura,2008-06-05,13,1749,0,6,0,1939.439024390244
Sabaragamuwa,Ratnapura,Ayagama,2008-05-31,89,6215,0,5,0,345.41975308641975
Western,Kalutara,Agalawatta,2008-06-05,10,2180,1,6,0,507.2142857142857
Sabaragamuwa,Ratnapura,Eheliyagoda,2008-05-30,90,777,0,5,0,244.28125
Sabaragamuwa,Ratnapura,Nivithigala,2008-05-31,9,83,0,5,0,293.55555555555554
Eastern,Ampara,Lahugala,2006-12-17,163,2700,0,12,1,1863.25
Sabaragamuwa,Ratnapura,Godakawela,2008-05-31,0,5,1,5,0,67.16216216216216
Western,Gampaha,Dompe,2008-06-02,0,43,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,30,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,67,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,15,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,100,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,7,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,10,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,81,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,600,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,78,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,1920,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,10,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,2275,0,6,0,2119.6724137931033
Western,Gampaha,Biyagama,2008-06-01,0,1660,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,10,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,1655,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,49,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,2511,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,131,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,880,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,6,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,1535,0,6,0,2119.6724137931033
Western,Gampaha,Biyagama,2008-06-01,0,485,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,14,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,642,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,312,0,6,0,184.044776119403
Western,Gampaha,Dompe,2008-06-02,0,19,0,6,0,184.044776119403
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,15,82,0,12,1,501.0444444444444
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,13,79,0,12,1,501.0444444444444
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,0,15,0,12,1,501.0444444444444
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,5,62,0,12,1,501.0444444444444
Western,Gampaha,Biyagama,2008-06-01,0,892,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,14,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,520,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,19,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,5,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,11,0,6,0,184.044776119403
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,2,8,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,1,827,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,0,5,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,11,55,0,12,1,211.64864864864865
Western,Colombo,Colombo,2006-10-27,0,6000,0,10,0,3815.3571428571427
Western,Colombo,Colombo,2006-10-27,0,4725,0,10,0,3815.3571428571427
Central,Matale,Dambulla,2007-12-22,1,4,0,12,1,211.64864864864865
Western,Gampaha,Biyagama,2008-06-01,0,151,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,5,0,6,0,184.044776119403
Western,Colombo,Colombo,2006-10-27,0,15000,0,10,0,3815.3571428571427
Western,Colombo,Colombo,2006-10-27,0,5000,0,10,0,3815.3571428571427
Western,Gampaha,Biyagama,2008-06-01,0,262,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,79,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-01,0,308,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,80,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-02,0,46,0,6,0,2119.6724137931033
Central,Matale,Dambulla,2007-12-22,16,320,0,12,1,211.64864864864865
Western,Colombo,Colombo,2006-10-27,0,2600,0,10,0,3815.3571428571427
Central,Matale,Dambulla,2007-12-22,9,37,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,2,60,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,28,164,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,2,1350,0,12,1,211.64864864864865
Western,Gampaha,Dompe,2008-06-02,0,148,0,6,0,184.044776119403
Western,Gampaha,Biyagama,2008-06-02,0,6,0,6,0,2119.6724137931033
Western,Gampaha,Biyagama,2008-06-03,0,13,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-02,0,48,0,6,0,184.044776119403
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,23,90,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,5,21,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,9,23,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,3,13,0,12,1,211.64864864864865
Western,Gampaha,Biyagama,2008-06-03,0,5,0,6,0,2119.6724137931033
Western,Gampaha,Dompe,2008-06-03,0,52,0,6,0,184.044776119403
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,24,95,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,9,150,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,0,7,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,2,83,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,5,23,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,2,9,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,22,98,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,0,102,0,12,1,211.64864864864865
Northern,Kilinochchi,Kandavalai,2001-11-22,25,452,0,11,0,2030.2553191489362
Sabaragamuwa,Ratnapura,Nivithigala,2003-05-17,0,0,0,5,0,293.55555555555554
Northern,Kilinochchi,Karachchi,2007-12-23,26,116,0,12,1,1880.4
Northern,Kilinochchi,Karachchi,2004-12-10,10,525,0,12,1,1880.4
Western,Gampaha,Mahara,2008-06-02,0,150,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,87,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,101,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,160,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,79,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,4,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,22,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,148,0,6,0,687.675
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,74,287,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,1,5,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi North (Point Pedr,2007-12-23,78,369,0,12,1,501.0444444444444
Central,Matale,Dambulla,2007-12-22,1,5,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,1,5,0,12,1,211.64864864864865
Western,Gampaha,Mahara,2008-06-02,0,18,0,6,0,687.675
Western,Gampaha,Mahara,2008-06-02,0,5,0,6,0,687.675
Eastern,Batticaloa,Eravur Town (Eravur),2004-12-10,62,35000,0,12,1,8684.794871794871
Central,Matale,Dambulla,2007-12-22,2,126,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,1,252,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,2,10,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi East (Maruthnkern,2007-12-23,0,697,0,12,1,1711.25
Central,Matale,Dambulla,2007-12-22,1,4,0,12,1,211.64864864864865
Northern,Jaffna,Vadamaradchi East (Maruthnkern,2007-12-23,0,21,0,12,1,1711.25
Eastern,Batticaloa,Manmunai South - West (Peddipe,2004-12-10,0,19338,0,12,1,1922.34
Central,Matale,Dambulla,2007-12-22,4,16,0,12,1,211.64864864864865
North-Central,Anuradhapura,Palagala,2007-12-23,1,5,0,12,1,209.22222222222223
Central,Matale,Dambulla,2007-12-22,1,15,0,12,1,211.64864864864865
Central,Matale,Dambulla,2007-12-22,2,125,0,12,1,211.64864864864865
North-Central,Anuradhapura,Palagala,2007-12-23,1,40,0,12,1,209.22222222222223
Central,Matale,Dambulla,2007-12-22,1,4,0,12,1,211.64864864864865
North-Central,Anuradhapura,Palagala,2007-12-23,0,0,0,12,1,209.22222222222223
Northern,Kilinochchi,Kandavalai,2004-12-10,12,800,0,12,1,2030.2553191489362
North-Central,Anuradhapura,Nuwaragam Palatha East,2007-12-23,0,868,0,12,1,905.5
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,1,4,0,12,1,1640.2424242424242
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,10,40,0,12,1,1640.2424242424242
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,12,31,0,12,1,1640.2424242424242
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,8,49,0,12,1,1640.2424242424242
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,14,46,0,12,1,1640.2424242424242
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2000-11-19,165,13967,0,11,0,7899.689655172414
Northern,Kilinochchi,Kandavalai,2003-01-01,0,0,0,1,1,2030.2553191489362
Sabaragamuwa,Ratnapura,Elapatha,2003-05-17,0,0,0,5,0,800.0117647058823
Northern,Kilinochchi,Kandavalai,2003-01-01,10,250,0,1,1,2030.2553191489362
Northern,Kilinochchi,Kandavalai,2002-01-07,0,0,0,1,1,2030.2553191489362
Northern,Kilinochchi,Karachchi,2008-03-10,28,985,0,3,0,1880.4
Northern,Kilinochchi,Karachchi,2008-03-10,0,2020,0,3,0,1880.4
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2001-12-10,255,14638,0,12,1,7899.689655172414
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,0,33,0,12,1,1640.2424242424242
Northern,Jaffna,Thenmaradchi (Chavakachcheri),2007-12-23,8,32,0,12,1,1640.2424242424242
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,8,32,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,3,12,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,8,32,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,16,64,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,4,16,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,13,52,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,2,8,0,12,1,405.8809523809524
Eastern,Batticaloa,Manmunai South & Eruvilpattu (,2005-12-10,22,9291,0,12,1,5104.213114754099
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,1,4,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,13,52,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,5,20,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,3,12,0,12,1,405.8809523809524
Eastern,Batticaloa,Kattankudy,2005-12-10,0,22715,0,12,1,12001.538461538461
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,19,1025,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,1,4,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,6,24,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,6,24,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,4,16,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,1,4,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,8,32,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,3,12,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam South (Uduvil),2007-12-23,10,40,0,12,1,405.8809523809524
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,200,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,1,4,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,108,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,4,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,1,28,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,15,60,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,2,8,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,1,7,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,1,4,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,8,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,32,0,12,1,808.5
Eastern,Ampara,Ninthavur,2005-12-10,9,3007,0,12,1,7588.411764705882
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,3,16,0,12,1,808.5
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,0,0,12,1,5449.964912280701
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,2,48,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,8,32,0,12,1,808.5
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,1831,0,12,1,5449.964912280701
Northern,Jaffna,Nallur,2008-03-27,9,39,0,3,0,208.2842105263158
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,1770,0,12,1,5449.964912280701
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,84,0,12,1,808.5
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,4,20,0,12,1,808.5
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,2530,0,12,1,5449.964912280701
Central,Matale,Laggala-Pallegama,2000-12-05,0,100,0,12,1,58.0
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,1,4,0,12,1,808.5
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,1147,0,12,1,5449.964912280701
Northern,Jaffna,Valikamam West (Chankanai),2007-12-23,0,132,0,12,1,808.5
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,1246,0,12,1,5449.964912280701
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,2207,0,12,1,5449.964912280701
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,2664,0,12,1,5449.964912280701
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,1672,0,12,1,5449.964912280701
Central,Matale,Laggala-Pallegama,2000-12-05,0,120,0,12,1,58.0
Central,Matale,Laggala-Pallegama,2007-12-20,0,10,0,12,1,58.0
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,505,0,12,1,5449.964912280701
Eastern,Batticaloa,Eravur Pattu (Chenkalady),2007-12-18,0,345,0,12,1,5449.964912280701
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,14,56,0,12,1,386.0673076923077
Western,Gampaha,Negombo,2005-01-22,13,5541,0,1,1,1473.128205128205
Northern,Kilinochchi,Kandavalai,2002-11-02,40,150,0,11,0,2030.2553191489362
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,15,60,0,12,1,386.0673076923077
Western,Gampaha,Ja-Ela,2005-11-22,43,230,0,11,0,1560.041095890411
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2005-11-21,198,12900,0,11,0,7899.689655172414
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,34,136,0,12,1,386.0673076923077
Central,Matale,Laggala-Pallegama,2006-01-13,0,5,0,1,1,58.0
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,10,40,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,48,192,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,18,72,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,20,80,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,21,84,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,18,72,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,30,120,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,11,44,0,12,1,386.0673076923077
Eastern,Batticaloa,Manmunai South - West (Peddipe,2005-11-21,0,0,0,11,0,1922.34
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,70,280,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,30,120,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,20,80,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,25,100,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,26,104,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,20,80,0,12,1,386.0673076923077
Central,Matale,Laggala-Pallegama,2006-01-13,0,5,0,1,1,58.0
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,30,120,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,40,160,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,21,84,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,18,72,0,12,1,386.0673076923077
Northern,Jaffna,Valikamam South -West (Sandili,2007-12-23,36,144,0,12,1,386.0673076923077
Eastern,Batticaloa,Koralai Pattu (Valachchenai),2007-12-23,28,1065,0,12,1,7899.689655172414
